NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
145,E351,Potasyum malat,"Antioksidanlar, asitliği düzenleyiciler",Malik asidin potasyum tuzu,,
146,E352,Kalsiyum malat,"Antioksidanlar, asitliği düzenleyiciler",Malik asidin kalsiyum tuzu,,
147,E353,Metatartarik asit,"Antioksidanlar, asitliği düzenleyiciler",Doğal asit,,
148,E354,Kalsiyum tartarat,"Antioksidanlar, asitliği düzenleyiciler",Doğal koruyucu,,
149,E355,Adipik asit,"Antioksidanlar, asitliği düzenleyiciler",Doğal asit,,
150,E356,Sodyum adipat,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
151,E357,Potasyum adipat,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
152,E363,Süksinik asit,"Antioksidanlar, asitliği düzenleyiciler",Doğal asit,,
153,E365,Sodyum fumarat,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
154,E370,"1,4-Heptonolacton","Antioksidanlar, asitliği düzenleyiciler",Sentetik asit,,
155,E375,Nikotinik asit,"Antioksidanlar, asitliği düzenleyiciler","B vitamini, renk koruyucu",,
156,E380,Triamonyum sitrat,"Antioksidanlar, asitliği düzenleyiciler",Sitrik asidin senteatik tuzu,,
157,E381,Amonyum ferrik asit,"Antioksidanlar, asitliği düzenleyiciler",Sitrik asidin sentetik tuzu,,
158,E385,Kalsiyum disodyum EDTA,"Antioksidanlar, asitliği düzenleyiciler","Metal bağlayıcı, şelat oluşturan madde",Lokal subkapsüler şişme glomerüler proliferasyon ,
159,E386,(EDTA)Kalsiyum disodyum etilen-diamin-tetra-asetat,"Antioksidanlar, asitliği düzenleyiciler",Sentetik stabilizör,,
160,E387,Oksistearin,"Antioksidanlar, asitliği düzenleyiciler",Stabilizör,,
161,E388,Tiyodipropiyonik asit,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
162,E392,Biberiye ekstraktları,"Antioksidanlar, asitliği düzenleyiciler",Antioksidan,,
163,E400,Aljinik asit,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
164,E401,Sodyum aljinat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
165,E402,Potasyum aljinat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
166,E403,Amonyum aljinat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
167,E404,Kalsiyum aljinat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
168,E405,"Propan–1,2-diol aljinat","Kıvam artırıcılar, stabilizörler, emülgatörler",Aljinik asit türevi,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir . Dışkı kaçırma görülebilir.",
169,E406,Agar,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
170,E407,Karagenan,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
171,E408,Furselleran,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
172,E410,Keçiboynuzu zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
173,E411,Yulaf zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
174,E412,Guar zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
175,E413,Taragakant zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
176,E414,Arap zamkı (akasya gamı),"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
177,E415,Ksantan zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
178,E416,Karaya zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
179,E417,Tara gam,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
180,E418,Jellan zamkı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Glutensiz ürünlerde hamurun su tutma kapasitesini ve reolojik özelliklerini arttırmak için kullanılır. Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
181,E420,Sorbitol,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal şeker alkol,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
182,E421,Mannitol,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal şeker alkol,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
183,E422,Gliserol,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal alkol,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
184,E423,Gam arabikle modifiye edilmiş oktenil süksinik asit,"Kıvam artırıcılar, stabilizörler, emülgatörler",Kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
185,E425,Konjak,"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
186,E426,Soya fasulyesi hemiselülozu,"Kıvam artırıcılar, stabilizörler, emülgatörler",Kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
187,E427,Cassia gum / Sinameki gam(kısmen çıkarıldı),"Kıvam artırıcılar, stabilizörler, emülgatörler",Doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
188,E430,Polioksietilen (8) stearat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
189,E431,Polioksietilen (40) stearat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
190,E432,Polioksietilen -20-sorbitan monolaurat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir . İshal, çekumda genişlemeye neden olabilir.",
191,E433,Polioksietilen -20-sorbitan mono-oleat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
